Brand,Model,Type,What Makes It Good,My Experience,Main Features,My Rating,About Brand,Best For,Image URL,Affiliate Link,Features,Our Review,Pros,Cons,Demo
TC Electronic,JUNE-60 Chorus V2,Chorus,"The JUNE-60 Chorus V2 recreates the legendary Roland Juno-60 chorus sound in a simple, retro-style pedal. Perfect for synths and guitar.","I ran my synth through the JUNE-60, and it instantly transformed into an ‘80s time machine. It’s a must-have for fans of retro vibes.","Two chorus modes, stereo I/O, retro design, and all-analog signal path.",9/10,"TC Electronic is known for bringing iconic tones to life in modern, compact formats. The JUNE-60 is a tribute to a synth classic.","Synthwave, Pop, Indie",https://www.thomann.de/prodbilder/521114.jpg,https://www.thomann.de/de/tc_electronic_june_60_chorus_v2.htm,,,,,
TC Electronic,Corona Chorus,Chorus,The Corona Chorus offers modern flexibility with stereo operation and TonePrint technology for custom sounds.,"I used the Corona on my stereo rig, and the lush, wide tones were incredible. The TonePrint feature let me try artist presets with just a tap of my phone.","Stereo I/O, TonePrint compatibility, multiple chorus types, and compact design.",9.5/10,"TC Electronic’s Corona Chorus is a versatile workhorse for players who want control, creativity, and lush tones in one pedal.","Pop, Rock, Indie",https://www.thomann.de/prodbilder/259450.jpg,https://www.thomann.de/de/tc_electronic_corona_chorus.htm,,,,,
TC Electronic,Afterglow Chorus,Chorus,"The Afterglow Chorus is a classic, analog-style chorus pedal with warm, vintage tones and simple controls.","I paired the Afterglow with a clean amp, and it added just the right amount of shimmer for a soulful ballad. It’s analog simplicity at its best.","Analog circuitry, rate and depth controls, true bypass, and affordable pricing.",8.5/10,TC Electronic’s Afterglow proves that great tone doesn’t have to cost a fortune. It’s vintage-inspired and easy to dial in.,"Vintage Rock, Blues, Alternative",https://www.thomann.de/prodbilder/400117.jpg,https://www.thomann.de/de/tc_electronic_afterglow_chorus.htm,,,,,
TC Electronic,Blood Moon Phaser,Phaser,"The Blood Moon Phaser delivers deep, vintage-style phasing with a warm, analog feel.","I used this on a psychedelic track, and it nailed those gooey, swirling tones you expect from a great phaser. It’s got just enough tweakability to keep things fun.","Analog phaser, rate and depth controls, and true bypass.",8/10,TC Electronic’s Blood Moon Phaser is perfect for players who want classic phasing tones without overcomplicated controls.,"Psychedelic Rock, Experimental",https://www.thomann.de/prodbilder/400119.jpg,https://www.thomann.de/de/tc_electronic_blood_moon_phaser.htm,,,,,
TC Electronic,3rd Dimension Chorus,Chorus,"The 3rd Dimension Chorus offers button-based controls for instant, studio-style chorus tones. It’s simple and sounds massive.","I used the 3rd Dimension on a bass track, and it added incredible width and thickness without overpowering the tone. The button controls make it foolproof.","Four preset modes, studio-style chorus effect, and true bypass.",9/10,"TC Electronic’s 3rd Dimension is inspired by the Boss Dimension C, delivering lush, studio-quality chorus in an ultra-simple package.","80s Pop, Alternative, Shoegaze",https://www.thomann.de/prodbilder/435992.jpg,https://www.thomann.de/de/tc_electronic_3rd_dimension_chorus.htm,,,,,
TC Electronic,SCF Gold Chorus/Flanger,Chorus,"The SCF Gold is a reissue of TC’s legendary Stereo Chorus Flanger, known for its pristine sound quality and versatility.","I tested the SCF Gold with a delay pedal, and the combination was breathtaking. The clarity of the modulation is second to none.","Stereo I/O, chorus, flanger, pitch modulation, and upgraded components for improved fidelity.",9.5/10,"TC Electronic’s SCF Gold brings back a studio classic with modern upgrades, making it a must-have for serious tone seekers.","Studio Use, Jazz, Rock",https://www.thomann.de/prodbilder/524326.jpg,https://www.thomann.de/de/tc_electronic_scf_gold_chorus_flanger.htm,,,,,
TC Electronic,SCF Gold SE Chorus/Flanger,Chorus,"The SCF Gold SE is a limited-edition version of the iconic Stereo Chorus Flanger, offering the same tones in a collectible package.","I grabbed the SE for its exclusivity, and it didn’t disappoint. It’s as stunning to look at as it is to listen to, with all the tone magic of the original.","Stereo I/O, chorus, flanger, pitch modulation, limited-edition design.",9.5/10,TC Electronic’s SCF Gold SE is for collectors who want iconic tone wrapped in a limited-edition package.,"Jazz, Studio Use, Alternative",https://www.thomann.de/prodbilder/543034.jpg,https://www.thomann.de/de/tc_electronic_scf_gold_se_chorus_flanger.htm,,,,,
TC Electronic,Flashback Triple Delay,Delay,"The Flashback Triple Delay offers three independent delay engines for massive, layered delay effects. Great for experimental setups.","I used the Triple Delay on a looping gig, and having three delays running simultaneously turned a simple riff into an epic soundscape.","Three delay engines, TonePrint compatibility, MIDI control, and stereo I/O.",10/10,"TC Electronic’s Flashback series is a gold standard in delay pedals, and the Triple Delay takes creativity to the next level.","Ambient, Post-Rock, Cinematic",https://www.thomann.de/prodbilder/350685.jpg,https://www.thomann.de/de/tc_electronic_flashback_triple_delay.htm,,,,,
TC Electronic,Echobrain Analog Delay,Delay,"The Echobrain Analog Delay delivers classic bucket-brigade delay tones with warm, natural repeats.","I used the Echobrain on a blues track, and the warm repeats blended perfectly without overpowering the dry signal. It’s got vintage vibes in spades.","Analog bucket-brigade delay, simple controls, and true bypass.",8.5/10,TC Electronic’s Echobrain is a no-frills analog delay pedal perfect for players who love vintage tone without the boutique price tag.,"Vintage Rock, Blues, Lo-Fi",https://www.thomann.de/prodbilder/400122.jpg,https://www.thomann.de/de/tc_electronic_echobrain_analog_delay.htm,,,,,
TC Electronic,The Prophet Digital Delay,Delay,"The Prophet offers clean, digital delay tones with three selectable time ranges, all at an incredibly affordable price.","I tried the Prophet on a clean rhythm part, and the pristine repeats sat beautifully in the mix. It’s the kind of delay you don’t need to overthink.","Digital delay, three delay time ranges, and compact design.",8/10,TC Electronic’s The Prophet proves that you can have high-quality digital delay without breaking the bank.,"Pop, Rock, Modern Use",https://www.thomann.de/prodbilder/400163.jpg,https://www.thomann.de/de/tc_electronic_the_prophet_digital_delay.htm,,,,,
TC Electronic,Flashback 2 Delay,Delay,The Flashback 2 is a do-it-all delay pedal with TonePrint functionality and an innovative MASH footswitch for real-time control.,I used the MASH function to add a subtle pitch dive to my delay trails—it’s like having an expression pedal built in. Super fun and versatile.,"TonePrint compatibility, MASH footswitch, stereo I/O, and multiple delay types.",9.5/10,"TC Electronic’s Flashback 2 combines modern features with incredible delay tones, making it a go-to for players of all styles.","Ambient, Post-Rock, General Use",https://www.thomann.de/prodbilder/415764.jpg,https://www.thomann.de/de/tc_electronic_flashback_2_delay.htm,,,,,
TC Electronic,Flashback 2 X4 Delay,Delay,"The Flashback 2 X4 adds extra footswitches, presets, and MIDI to the already powerful Flashback 2. Ideal for live performance flexibility.","I used this on a large stage setup, and being able to switch between multiple presets seamlessly was a game-changer. It’s perfect for setlists with diverse needs.","Four footswitches, multiple delay engines, TonePrint compatibility, MIDI control, and presets.",10/10,TC Electronic’s Flashback 2 X4 is designed for players who need maximum delay flexibility without sacrificing tone.,"Ambient, Post-Rock, Experimental",https://www.thomann.de/prodbilder/471039.jpg,https://www.thomann.de/de/tc_electronic_flashback_2_x4_delay.htm,,,,,
TC Electronic,Flashback 2 Mini Delay,Delay,The Flashback 2 Mini packs all the power of the Flashback 2 into a compact pedalboard-friendly package.,"I used this on a travel board, and the small size saved precious real estate without losing any of the features I love from the full-size Flashback.","TonePrint compatibility, MASH footswitch, and multiple delay types in a compact form.",9/10,TC Electronic’s Flashback 2 Mini is proof that big things can come in small packages. Perfect for minimalist or travel setups.,"Pop, Indie, General Use",https://www.thomann.de/prodbilder/480228.jpg,https://www.thomann.de/de/tc_electronic_flashback_2_mini_delay.htm,,,,,
TC Electronic,Bucket Brigade,Delay,"The Bucket Brigade offers a pure analog delay experience with warm, lush repeats.","I paired the Bucket Brigade with a reverb pedal, and the combination created gorgeous, atmospheric tones. It’s vintage delay at its finest.","Analog bucket-brigade circuitry, warm repeats, and intuitive controls.",9/10,"TC Electronic’s Bucket Brigade is a love letter to vintage delay fans, combining classic sound with modern reliability.","Vintage Rock, Psychedelic, Blues",https://www.thomann.de/prodbilder/530567.jpg,https://www.thomann.de/de/tc_electronic_bucket_brigade.htm,,,,,
TC Electronic,2290 P Dynamic Delay Pedal,Delay,"The 2290 P recreates the legendary 2290 Dynamic Delay in a pedal format, offering pristine repeats and incredible dynamic control.","I used this in a studio session, and it felt like having the rack-mounted original in my hands. The dynamic ducking feature kept everything clean and balanced.","Dynamic delay, modulation options, tap tempo, and stereo I/O.",9.5/10,"TC Electronic’s 2290 P brings studio-grade delay to your pedalboard, maintaining the legacy of their iconic 2290 rack unit.","Studio Use, Ambient, Cinematic",https://www.thomann.de/prodbilder/574119.jpg,https://www.thomann.de/de/tc_electronic_2290_p_dynamic_delay_pedal.htm,,,,,
TC Electronic,Plethora X5,Multi-FX,The Plethora X5 is a multi-effects powerhouse with five slots for any TonePrint pedal combination. Perfect for players who need flexibility.,"I used the X5 in a live setting, and switching between multiple effects mid-set was seamless. It’s like carrying a full effects board in one unit.","Five effect slots, TonePrint compatibility, stereo I/O, and an intuitive display.",10/10,TC Electronic’s Plethora X5 is a game-changer for players who want the flexibility of digital without sacrificing tone quality.,"All Genres, Versatile Use",https://www.thomann.de/prodbilder/486712.jpg,https://www.thomann.de/de/tc_electronic_plethora_x5.htm,,,,,
TC Electronic,Plethora X3,Multi-FX,The Plethora X3 offers the same TonePrint multi-effects as the X5 but in a more compact format. Ideal for smaller setups or travel rigs.,"I tested the X3 on a fly rig, and it delivered all the effects I needed without the bulk. Perfect for minimalist setups with maximum versatility.","Three effect slots, TonePrint compatibility, compact size, and stereo I/O.",9.5/10,"TC Electronic’s Plethora X3 packs powerful features into a smaller package, making it perfect for gigging musicians on the go.","All Genres, Compact Versatility",https://www.thomann.de/prodbilder/530570.jpg,https://www.thomann.de/de/tc_electronic_plethora_x3.htm,,,,,
TC Electronic,BodyRez,Other,"The BodyRez enhances the tone of acoustic pickups, adding warmth and resonance. It’s a must-have for acoustic players.","I plugged this into my acoustic-electric, and it transformed my thin pickup tone into something rich and natural. A lifesaver for any acoustic gig.","Enhances acoustic tone, feedback suppression, and compact design.",9/10,TC Electronic’s BodyRez is an essential tool for acoustic players who want studio-quality sound from their live rigs.,"Acoustic, Singer-Songwriter",https://www.thomann.de/prodbilder/368080.jpg,https://www.thomann.de/de/tc_electronic_bodyrez.htm,,,,,
